,Title,Zone,Price,Size (m²),Status
1933,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1934,Apartment,               Damião de Góis (Cedofeita),2100,116.0,Usado
1935,Apartment,               Penha de França,950000,90.0,Usado
1936,Apartment,               São Domingos de Benfica,128500,130.0,Usado
1937,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1938,Apartamento T2,               Vila do Conde,2,110.0,Usado
1939,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1940,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1941,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1942,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1943,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1944,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1945,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1946,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1947,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1948,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1949,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1950,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1951,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1952,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1953,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1954,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1955,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1956,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1957,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1958,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1959,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1960,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1961,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1962,Apartment,               São Pedro do Estoril (Estoril),1150,98.0,Usado
1963,Apartment,               Janelas Verdes (Santos-o-Velho),950,80.0,Novo
1964,Apartment,               Bairro da Encarnação (Encarnação),320000,115.0,Usado
1965,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1966,Apartamento T2,               Vila do Conde,2,110.0,Usado
1967,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1968,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1969,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1970,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1971,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1972,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1973,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1974,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1975,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1976,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1977,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1978,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1979,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1980,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1981,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1982,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1983,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1984,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1985,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1986,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1987,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1988,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1989,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1990,Apartment,               Massamá e Monte Abraão,105000,132.0,Usado
1991,Apartment,               Moreira,850,86.0,Usado
1992,Apartment,               Águas Santas,850,58.0,Por recuperar
1993,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1994,Apartamento T2,               Vila do Conde,2,110.0,Usado
1995,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1996,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1997,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1998,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1999,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
2000,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
2001,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
2002,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
2003,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
2004,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
2005,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
2006,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
2007,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
2008,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
2009,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
2010,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
2011,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
2012,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
2013,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
2014,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
2015,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
2016,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
2017,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
2018,Apartment,               Baixa (Santa Cruz),1000,110.0,Recuperado
2019,Apartment,               Corroios,277000,217.0,Recuperado
2020,Apartment,               Lordelo do Ouro e Massarelos,165000,90.0,Usado
2021,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
2022,Apartamento T2,               Vila do Conde,2,110.0,Usado
2023,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
2024,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
2025,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
2026,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
2027,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
2028,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
2029,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
2030,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
2031,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
2032,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
2033,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
2034,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
2035,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
2036,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
2037,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
2038,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
2039,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
2040,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
2041,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
2042,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
2043,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
2044,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
2045,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
2046,Apartment,               Igreja  (Venteira),700,79.0,Usado
2047,Apartment,               Praia,990,130.0,Recuperado
2048,Apartment,               Estrela (Lapa),695,40.0,Novo
2049,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
2050,Apartamento T2,               Vila do Conde,2,110.0,Usado
2051,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
2052,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
2053,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
2054,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
2055,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
2056,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
2057,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
2058,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
2059,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
2060,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
2061,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
