,Title,Zone,Price,Size (m²),Status
1002,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1003,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1004,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1005,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1006,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1007,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1008,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1009,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1010,Apartment,               Igreja  (Venteira),315000,150.0,Recuperado
1011,Apartment,               Massamá e Monte Abraão,153000,137.0,Usado
1012,Apartment,               Santo António,352000,130.0,Usado
1013,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
1014,Apartamento T2,               Vila do Conde,2,110.0,Renovado
1015,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1016,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1017,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1018,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1019,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1020,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1021,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1022,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1023,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1024,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1025,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1026,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1027,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1028,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1029,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1030,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1031,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1032,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1033,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1034,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1035,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1036,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1037,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1038,Apartment,               Av. da República (Nossa Senhora de Fátima),115000,91.0,Recuperado
1039,Apartment,               São Pedro do Estoril (Estoril),305000,132.0,Usado
1040,Apartment,               Algodeia (São Julião),178000,190.0,Novo
1041,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
1042,Apartamento T2,               Vila do Conde,2,110.0,Renovado
1043,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1044,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1045,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1046,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1047,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1048,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1049,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1050,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1051,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1052,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1053,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1054,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1055,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1056,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1057,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1058,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1059,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1060,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1061,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1062,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1063,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1064,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1065,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1066,Apartment,               Quinta do Bispo (Marrazes),550,132.0,Usado
1067,Apartment,               Barra,750,215.0,Recuperado
1068,Apartment,               Matosinhos-Sul (Matosinhos),1499000,58.0,Recuperado
1069,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
1070,Apartamento T2,               Vila do Conde,2,110.0,Renovado
1071,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1072,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1073,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1074,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1075,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1076,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1077,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1078,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1079,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1080,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1081,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1082,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1083,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1084,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1085,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1086,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1087,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1088,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1089,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1090,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1091,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1092,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1093,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1094,Apartment,               Queluz e Belas,128500,70.0,Recuperado
1095,Apartment,               Quinta dos Inglesinhos,145000,45.0,Usado
1096,Apartment,               Bessa,990,58.0,Usado
1097,Apartamento T3,               Aver-O-Mar,3,150.0,Usado
1098,Apartamento T2,               Vila do Conde,2,110.0,Renovado
1099,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1100,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1101,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1102,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1103,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1104,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1105,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1106,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1107,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1108,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1109,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1110,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1111,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1112,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1113,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1114,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1115,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1116,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1117,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1118,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1119,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1120,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1121,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1122,Apartment,               Encosta do Mourigo,172500,80.0,Recuperado
1123,Apartment,               Amoreiras,135000,90.0,Usado
1124,Apartment,               Centro (Matosinhos),950,118.0,Usado
1125,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1126,Apartamento T2,               Vila do Conde,2,110.0,Usado
1127,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1128,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1129,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1130,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1131,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1132,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1133,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1134,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1135,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1136,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1137,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1138,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1139,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1140,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1141,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1142,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1143,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1144,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1145,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1146,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1147,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1148,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1149,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1150,Apartment,               Quinta dos Inglesinhos,1200,50.0,Usado
1151,Apartment,               Encosta do Mourigo,178000,120.0,Por recuperar
1152,Apartment,               Praia,165000,50.0,Recuperado
1153,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1154,Apartamento T2,               Vila do Conde,2,110.0,Usado
1155,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1156,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1157,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1158,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1159,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1160,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1161,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1162,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1163,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1164,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1165,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1166,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1167,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1168,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1169,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1170,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1171,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1172,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1173,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1174,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1175,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1176,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1177,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1178,Apartment,               Praça de Espanha,153000,110.0,Usado
1179,Apartment,               Almada,143000,150.0,Novo
1180,Apartment,               Carvalhido,305000,110.0,Usado
1181,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1182,Apartamento T2,               Vila do Conde,2,110.0,Usado
1183,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1184,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1185,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1186,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1187,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1188,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1189,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1190,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1191,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1192,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1193,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1194,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1195,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1196,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1197,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1198,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1199,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1200,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1201,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1202,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1203,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1204,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1205,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1206,Apartment,               Arredores (Santos-o-Velho),320000,50.0,Usado
1207,Apartment,               São Domingos de Benfica,500,145.0,Usado
1208,Apartment,               Terraços da Ponte (Sacavém),1600,58.0,Usado
1209,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1210,Apartamento T2,               Vila do Conde,2,110.0,Usado
1211,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1212,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1213,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1214,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1215,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1216,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1217,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1218,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1219,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1220,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1221,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1222,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1223,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1224,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1225,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1226,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1227,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1228,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1229,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1230,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1231,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1232,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1233,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1234,Apartment,               Lordelo do Ouro e Massarelos,115000,80.0,Recuperado
1235,Apartment,               Quinta do Infante (Sé),305000,90.0,Usado
1236,Apartment,               São Sebastião,172500,188.0,Novo
1237,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1238,Apartamento T2,               Vila do Conde,2,110.0,Usado
1239,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1240,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1241,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1242,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1243,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1244,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1245,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1246,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1247,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1248,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1249,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1250,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1251,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1252,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1253,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1254,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1255,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1256,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1257,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1258,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1259,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1260,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1261,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1262,Apartment,               Centro,2100,40.0,Usado
1263,Apartment,               Quinta da Barnabé (Triana),150000,150.0,Usado
1264,Apartment,               Montalvão (São Julião),178000,91.0,Renovado
1265,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1266,Apartamento T2,               Vila do Conde,2,110.0,Usado
1267,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1268,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1269,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1270,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1271,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1272,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1273,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1274,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1275,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1276,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1277,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1278,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1279,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1280,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1281,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1282,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1283,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1284,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1285,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
